"Departamento","Provincia","Distrito","conSeguro_Total","analfa_Total","indep_Total","poblacion_Total"
"Arequipa","La Unión","Cotahuasi",1577,8.83,32.92,3030
"Arequipa","La Unión","Huaynacotas",1200,23.29,48.17,2464
"Arequipa","La Unión","Pampamarca",922,31.11,55.56,1430
"Arequipa","La Unión","Puyca",1883,33.69,47.47,2886
"Arequipa","La Unión","Quechualla",121,15.91,42.48,278
"Arequipa","La Unión","Sayla",255,8.86,38.36,518
"Arequipa","La Unión","Tauría",186,13.19,13.91,343
"Arequipa","La Unión","Tomepampa",506,15.68,46.95,892
"Arequipa","La Unión","Toro",435,9.04,54.39,1005
"Ayacucho","Cangallo","Cangallo",4501,26.19,25.29,6771
"Ayacucho","Cangallo","Chuschi",6040,29.02,61.5,8281
"Ayacucho","Cangallo","Los Morochucos",4720,24.97,53.84,7998
"Ayacucho","Cangallo","María Parado de Bellido",2217,30.77,54.08,2831
"Ayacucho","Cangallo","Paras",3718,25.29,55.79,5017
"Ayacucho","Cangallo","Totos",2998,25.54,59.95,4004
"Ayacucho","Huamanga","Acocro",6585,28.45,65.41,8953
"Ayacucho","Huamanga","Acos Vinchos",3915,32.13,61.88,5100
"Ayacucho","Huamanga","Ayacucho",46180,6.71,33.05,100935
"Ayacucho","Huamanga","Chiara",4272,23.07,45.38,6307
"Ayacucho","Huamanga","Jesús Nazareno",7372,7.33,39.91,15399
"Ayacucho","Huamanga","Ocros",3821,22.24,66.16,5615
"Ayacucho","Huamanga","Pacaycasa",1689,18.45,42.41,2842
"Ayacucho","Huamanga","Quinua",3573,25.55,44.59,6115
"Ayacucho","Huamanga","San José de Ticllas",1768,25.59,49.27,2442
"Ayacucho","Huamanga","San Juan Bautista",18530,7.62,36.34,38457
"Ayacucho","Huamanga","Santiago de Pischa",905,22.26,64.11,1467
"Ayacucho","Huamanga","Socos",5382,28.9,54.84,6903
"Ayacucho","Huamanga","Tambillo",4099,23.86,54.49,5068
"Ayacucho","Huamanga","Vinchos",12582,34.67,51.42,15787
"Ayacucho","Huanca Sancos","Carapo",2048,17.66,51.56,2609
"Ayacucho","Huanca Sancos","Sacsamarca",1074,21.82,26.28,1797
"Ayacucho","Huanca Sancos","Sancos",2370,12.61,33.15,3539
"Ayacucho","Huanca Sancos","Santiago de Lucanamarca",1869,24.98,60.82,2675
"Ayacucho","Huanta","Ayahuanco",7555,30.85,60.98,8874
"Ayacucho","Huanta","Huamanguilla",3862,25.59,40.4,5200
"Ayacucho","Huanta","Huanta",18586,18.98,45.7,40198
"Ayacucho","Huanta","Iguain",1278,32.11,40.25,2697
"Ayacucho","Huanta","Llochegua",3704,12.12,55.41,12131
"Ayacucho","Huanta","Luricocha",2395,23.51,39.67,5089
"Ayacucho","Huanta","Santillana",5082,33.16,58.47,7215
"Ayacucho","Huanta","Sivia",4026,18.73,60.3,11956
"Ayacucho","La Mar","Anco",9600,19.47,59.77,15352
"Ayacucho","La Mar","Ayna",3333,18.62,54.91,10196
"Ayacucho","La Mar","Chilcas",1693,25.86,23.95,2617
"Ayacucho","La Mar","Chungui",4687,22.68,72.2,6311
"Ayacucho","La Mar","Luis Carranza",1731,28.59,71.27,2089
"Ayacucho","La Mar","San miguel",10396,26.43,52.8,18775
"Ayacucho","La Mar","Santa Rosa",3948,15.48,51.18,11200
"Ayacucho","La Mar","Tambo",7284,34.09,66,17637
"Ayacucho","Lucanas","Aucara",2011,19.98,45.07,4400
"Ayacucho","Lucanas","Cabana",1566,12.7,52.78,3252
"Ayacucho","Lucanas","Carmen Salcedo",1555,16.36,59.12,3427
"Ayacucho","Lucanas","Chaviña",1571,19.65,49.4,2355
"Ayacucho","Lucanas","Chipao",1896,22.01,48.06,3965
"Ayacucho","Lucanas","Huac-Huas",981,7.18,53.75,2704
"Ayacucho","Lucanas","Laramate",862,11.55,50.14,1902
"Ayacucho","Lucanas","Leoncio Prado",1003,12.61,48.24,1592
"Ayacucho","Lucanas","Llauta",663,7.41,50.46,1372
"Ayacucho","Lucanas","Lucanas",1977,23.71,43.69,3777
"Ayacucho","Lucanas","Ocaña",1551,13.01,55.32,3444
"Ayacucho","Lucanas","Otoca",695,8.95,48.06,3013
"Ayacucho","Lucanas","Puquio",6415,14.3,36.37,13870
"Ayacucho","Lucanas","Saisa",427,3.47,32.59,875
"Ayacucho","Lucanas","San Cristóbal",729,29.46,59.65,1944
"Ayacucho","Lucanas","San Juan",692,8.86,32.21,1233
"Ayacucho","Lucanas","San Pedro",1637,29.2,58.35,3317
"Ayacucho","Lucanas","San Pedro de Palco",708,24.28,57.11,1552
"Ayacucho","Lucanas","Sancos",2031,11.04,45.36,5548
"Ayacucho","Lucanas","Santa Ana de Huaycahuacho",335,21.7,44.14,745
"Ayacucho","Lucanas","Santa Lucía",729,8.19,51.77,1127
"Ayacucho","Parinacochas","Chumpi",2244,23.76,42.2,2981
"Ayacucho","Parinacochas","Coracora",10389,14.36,35.49,14769
"Ayacucho","Parinacochas","Coronel Castañeda",1033,17.21,13.83,1290
"Ayacucho","Parinacochas","Pacapausa",1107,21.21,62.74,1607
"Ayacucho","Parinacochas","Pullo",1685,10.01,55.36,4445
"Ayacucho","Parinacochas","Puyusca",1708,20.81,44.87,2360
"Ayacucho","Parinacochas","San Francisco de Ravacayco",515,28.19,49.63,673
"Ayacucho","Parinacochas","Upahuacho",1314,34.94,48.4,1882
"Ayacucho","Páucar del Sara Sara","Colta",352,14,56.31,797
"Ayacucho","Páucar del Sara Sara","Corculla",252,17.37,47.03,566
"Ayacucho","Páucar del Sara Sara","Lampa",1292,11.58,54.57,2473
"Ayacucho","Páucar del Sara Sara","Marcabamba",484,16.1,51.28,785
"Ayacucho","Páucar del Sara Sara","Oyolo",727,23.76,43.31,1166
"Ayacucho","Páucar del Sara Sara","Pararca",310,16.15,45.04,678
"Ayacucho","Páucar del Sara Sara","Pausa",1403,10.28,36.04,3050
"Ayacucho","Páucar del Sara Sara","San Javier de Alpabamba",250,19.2,46.71,510
"Ayacucho","Páucar del Sara Sara","San José de Ushua",115,13.39,50,187
"Ayacucho","Páucar del Sara Sara","Sara Sara",463,20.11,36.05,800
"Ayacucho","Sucre","Belén",382,14.22,58.11,640
"Ayacucho","Sucre","Chalcos",442,11.14,20.36,721
"Ayacucho","Sucre","Chilcayoc",544,22.07,61.64,668
"Ayacucho","Sucre","Huacaña",494,15.38,33.51,642
"Ayacucho","Sucre","Morcolla",1231,22.15,50.27,1603
"Ayacucho","Sucre","Paico",694,20.26,28.43,953
"Ayacucho","Sucre","Querobamba",2143,17.36,30.32,2645
"Ayacucho","Sucre","San Pedro de Larcay",527,18.98,43.69,970
"Ayacucho","Sucre","San Salvador de Quije",1266,21.06,54.23,1600
"Ayacucho","Sucre","Santiago de Paucaray",634,20.56,31,917
"Ayacucho","Sucre","Soras",748,16.99,35.87,1236
"Ayacucho","Víctor Fajardo","Alcamenca",2010,22.86,56.69,2551
"Ayacucho","Víctor Fajardo","Apongo",858,23.18,46.44,1256
"Ayacucho","Víctor Fajardo","Asquipata",392,31.18,23.21,488
"Ayacucho","Víctor Fajardo","Canaria",2524,13.97,29.26,4021
"Ayacucho","Víctor Fajardo","Cayara",710,31.43,55.22,1335
"Ayacucho","Víctor Fajardo","Colca",783,19.95,51.58,1220
"Ayacucho","Víctor Fajardo","Huamanquiquia",943,21.92,51.45,1271
"Ayacucho","Víctor Fajardo","Huancapi",1245,16.92,45.07,2400
"Ayacucho","Víctor Fajardo","Huancaraylla",1427,29.83,33.97,1791
"Ayacucho","Víctor Fajardo","Huaya",1762,22.61,53.08,3188
"Ayacucho","Víctor Fajardo","Sarhua",1979,27.28,56.21,2985
"Ayacucho","Víctor Fajardo","Vilcanchos",1929,26.96,67.61,2906
"Ayacucho","Vilcas Huamán","Accomarca",616,24.79,53.36,1357
"Ayacucho","Vilcas Huamán","Carhuanca",525,26.07,47.18,1149
"Ayacucho","Vilcas Huamán","Concepción",1300,24.76,66.57,2885
"Ayacucho","Vilcas Huamán","Huambalpa",1052,34.42,38.82,2212
"Ayacucho","Vilcas Huamán","Independencia",884,23.77,56.21,1815
"Ayacucho","Vilcas Huamán","Saurama",677,30.22,32.54,1464
"Ayacucho","Vilcas Huamán","Vilcas Huamán",4690,25.57,44.98,8300
"Ayacucho","Vilcas Huamán","Vischongo",2846,24.15,48.45,4418
"Cajamarca","Cajabamba","Cachachi",8997,20.89,56.22,24305
"Cajamarca","Cajabamba","Cajabamba",9650,14.55,48.71,28079
"Cajamarca","Cajabamba","Condebamba",5267,24.57,64.88,13186
"Cajamarca","Cajabamba","Sitacocha",4197,23.1,47.41,8717
"Cajamarca","Cajamarca","Asunción",3110,25.22,60.23,11757
"Cajamarca","Cajamarca","Cajamarca",70288,8.89,26.75,188363
"Cajamarca","Cajamarca","Chetilla",1140,39.91,57.1,4005
"Cajamarca","Cajamarca","Cospán",3178,20.21,50.61,7859
"Cajamarca","Cajamarca","Encañada",8158,28.13,49.18,23076
"Cajamarca","Cajamarca","Jesús",5064,18.66,56.88,14240
"Cajamarca","Cajamarca","Llacanora",1588,18.57,45.81,4905
"Cajamarca","Cajamarca","Los Baños del Inca",11004,18.3,36.84,34749
"Cajamarca","Cajamarca","Magdalena",3461,17.57,58.87,9191
"Cajamarca","Cajamarca","Matará",1593,16.22,48.15,3752
"Cajamarca","Cajamarca","Namora",3296,22.96,57.25,9466
"Cajamarca","Cajamarca","San juan",1753,19.95,52.7,4789
"Cajamarca","Celendín","Celendín",8882,11.46,44.86,24623
"Cajamarca","Celendín","Chumuch",1775,17.65,56.8,3123
"Cajamarca","Celendín","Cortegana",4566,26.62,66.06,8099
"Cajamarca","Celendín","Huasmin",5120,25.65,62.08,13282
"Cajamarca","Celendín","Jorge Chávez",481,6.22,58.88,620
"Cajamarca","Celendín","José Gálvez",1349,12.47,45.83,2859
"Cajamarca","Celendín","La Libertad de Pallán",3880,21.21,64.74,7624
"Cajamarca","Celendín","Miguel Iglesias",2511,20.27,67.43,4863
"Cajamarca","Celendín","Oxamarca",2841,15.95,63.55,6425
"Cajamarca","Celendín","Sorochuco",4620,26.96,53.91,9826
"Cajamarca","Celendín","Sucre",2803,13.59,55.58,5860
"Cajamarca","Celendín","Utco",516,18.63,54.39,1304
"Cajamarca","Chota","Anguía",1607,21.64,62.02,4244
"Cajamarca","Chota","Chadin",1693,23.93,70.79,4099
"Cajamarca","Chota","Chalamarca",3505,26.71,58.28,10539
"Cajamarca","Chota","Chiguirip",1945,25.7,56.85,4678
"Cajamarca","Chota","Chimban",1680,20.51,51.08,3380
"Cajamarca","Chota","Choropampa",1523,21.46,64.24,3314
"Cajamarca","Chota","Chota",15228,22.12,38.18,45958
"Cajamarca","Chota","Cochabamba",3661,24.54,48.08,6674
"Cajamarca","Chota","Conchán",2085,26.67,65.55,6459
"Cajamarca","Chota","Huambos",3466,22.49,62.34,9498
"Cajamarca","Chota","Lajas",4810,25.84,59.42,12734
"Cajamarca","Chota","Llama",2631,9.82,33.82,8102
"Cajamarca","Chota","Miracosta",1442,20.39,69.09,3717
"Cajamarca","Chota","Paccha",2157,22.39,55.3,5165
"Cajamarca","Chota","Pión",859,20.71,46.97,1625
"Cajamarca","Chota","Querocoto",3296,12.35,26.69,9229
"Cajamarca","Chota","San Juan de Licupis",288,12.06,56.79,1101
"Cajamarca","Chota","Tacabamba",6952,23.16,62.66,18933
"Cajamarca","Chota","Tocmoche",363,14.51,52.51,998
"Cajamarca","Contumazá","Chilete",1273,7.35,36.83,3158
"Cajamarca","Contumazá","Contumazá",3860,12.77,48.99,8713
"Cajamarca","Contumazá","Cupisnique",540,5.93,53.01,1566
"Cajamarca","Contumazá","Guzmango",1654,15.3,42.46,2944
"Cajamarca","Contumazá","San Benito",1371,7.83,52.41,3558
"Cajamarca","Contumazá","Santa Cruz de Toledo",698,16.69,73.29,1143
"Cajamarca","Contumazá","Tantarica",1152,8.46,44.17,2552
"Cajamarca","Contumazá","Yonán",3789,7.13,25.91,7735
"Cajamarca","Cutervo","Callayuc",7913,21.16,50.41,10474
"Cajamarca","Cutervo","Choros",2645,15,45.95,3566
"Cajamarca","Cutervo","Cujillo",2280,11.31,38.08,2916
"Cajamarca","Cutervo","Cutervo",35895,22.31,48.69,53075
"Cajamarca","Cutervo","La Ramada",4224,16.28,50.76,4705
"Cajamarca","Cutervo","Pimpingos",4265,18.98,46.73,6201
"Cajamarca","Cutervo","Querocotillo",12127,17.12,54.01,16549
"Cajamarca","Cutervo","San Andrés de Cutervo",3609,14.35,41.36,5323
"Cajamarca","Cutervo","San Juan de Cutervo",1795,17.12,41.8,2158
"Cajamarca","Cutervo","San Luis de Lucma",2789,19.21,42.64,3951
"Cajamarca","Cutervo","Santa Cruz",2657,21.81,57.33,3229
"Cajamarca","Cutervo","Santo Domingo de la Capilla",4699,24.79,49.06,5483
"Cajamarca","Cutervo","Santo Tomás",6075,17.89,44.07,8310
"Cajamarca","Cutervo","Socota",6335,19.55,48.98,10779
"Cajamarca","Cutervo","Toribio Casanova",1265,16.46,64.86,1494
"Cajamarca","Hualgayoc","Bambamarca",21285,30.17,61.49,69411
"Cajamarca","Hualgayoc","Chugur",1115,16.5,49.76,3553
"Cajamarca","Hualgayoc","Hualgayoc",5671,24.65,44.24,16849
"Cajamarca","Jaén","Bellavista",8180,11.02,32.96,15571
"Cajamarca","Jaén","Chontali",5986,16.56,54.4,10118
"Cajamarca","Jaén","Colasay",4992,15.02,54.39,11432
"Cajamarca","Jaén","Huabal",4706,18.82,47.06,7732
"Cajamarca","Jaén","Jaén",37061,7.52,37.65,86021
"Cajamarca","Jaén","Las Pirias",2270,20.38,14.73,4344
"Cajamarca","Jaén","Pomahuaca",4460,20.73,38.55,8763
"Cajamarca","Jaén","Pucará",3316,12.42,28.73,7110
"Cajamarca","Jaén","Sallique",4313,26.29,58.44,7798
"Cajamarca","Jaén","San Felipe",2550,18.75,51.67,5664
"Cajamarca","Jaén","San José del Alto",3260,14.36,52.73,6936
"Cajamarca","Jaén","Santa rosa",5288,12.9,57.02,12145
"Cajamarca","San Ignacio","Chirinos",6358,13.28,43.91,13525
"Cajamarca","San Ignacio","Huarango",11132,15.76,54.39,20532
"Cajamarca","San Ignacio","La Coipa",10891,16.46,45.62,18762
"Cajamarca","San Ignacio","Namballe",6666,11.41,61.8,10200
"Cajamarca","San Ignacio","San Ignacio",17999,13.36,46.78,32313
"Cajamarca","San Ignacio","San José de Lourdes",8689,13.86,51.18,18171
"Cajamarca","San Ignacio","Tabaconas",10457,17.44,56.01,17736
"Cajamarca","San Marcos","Chancay",1927,24.37,69.09,3297
"Cajamarca","San Marcos","Eduardo Villanueva",839,13.59,54.09,2294
"Cajamarca","San Marcos","Gregorio Pita",3038,25.29,65.93,7018
"Cajamarca","San Marcos","Ichocán",883,15.41,50.6,2149
"Cajamarca","San Marcos","José Manuel Quiroz",1985,27.42,62.79,4170
"Cajamarca","San Marcos","José Sabogal",6758,31.54,51.16,12985
"Cajamarca","San Marcos","Pedro Gálvez",7561,13.81,46.35,19118
"Cajamarca","San Miguel","Bolívar",627,8.38,54.39,1671
"Cajamarca","San Miguel","Calquis",1554,19.46,49.58,4426
"Cajamarca","San Miguel","Catilluc",1540,18.04,62.64,3369
"Cajamarca","San Miguel","El Prado",687,14.02,49.44,1953
"Cajamarca","San Miguel","La Florida",1165,12.02,48.38,2531
"Cajamarca","San Miguel","Llapa",3362,20.94,51.74,5466
"Cajamarca","San Miguel","Nanchoc",529,8.66,40.94,1404
"Cajamarca","San Miguel","Niepos",2026,13.42,59.18,4452
"Cajamarca","San Miguel","San Gregorio",1166,12.34,38.66,2502
"Cajamarca","San Miguel","San Miguel",7325,16.5,53.06,15641
"Cajamarca","San Miguel","San Silvestre de Cochán",2559,16.17,56.24,4642
"Cajamarca","San Miguel","Tongod",1515,16.48,49.29,4385
"Cajamarca","San Miguel","Unión Agua Blanca",1373,15.51,53.93,3704
"Cajamarca","San Pablo","San Bernardino",2068,21.06,47.78,4710
"Cajamarca","San Pablo","San Luis",614,17.81,21.97,1406
"Cajamarca","San Pablo","San Pablo",5238,19.25,42.19,13347
"Cajamarca","San Pablo","Tumbaden",1889,20.55,59.91,3651
"Cajamarca","Santa Cruz","Andabamba",618,17.19,58.43,1752
"Cajamarca","Santa Cruz","Catache",3770,15.88,48.45,9557
"Cajamarca","Santa Cruz","Chancaybaños",1625,22.38,44.51,3923
"Cajamarca","Santa Cruz","La Esperanza",805,25.68,52.09,2889
"Cajamarca","Santa Cruz","Ninabamba",1061,19.94,42.24,3021
"Cajamarca","Santa Cruz","Pulán",1867,13.4,55.37,4881
"Cajamarca","Santa Cruz","Santa Cruz",4382,11.71,40.83,10198
"Cajamarca","Santa Cruz","Saucepampa",867,19.46,47.07,2031
"Cajamarca","Santa Cruz","Sexi",138,5.93,24.16,515
"Cajamarca","Santa Cruz","Uticyacu",478,19.46,40.04,1664
"Cajamarca","Santa Cruz","Yauyucan",1327,23.08,56.33,3425
"Cusco","Acomayo","Acomayo",3298,22.73,45.96,5380
"Cusco","Acomayo","Acopia",1293,24.79,49.32,2557
